Module,File Path,Line Number,Icon Type,Suggested Button Text,Context,Implementation Notes
Other,b3-erp/frontend/src/components/finance/AccountsReceivableManagement.tsx,683,Mail,Email,components > finance > AccountsReceivableManagement,"Add aria-label=""Email"" or visible text"
Other,b3-erp/frontend/src/components/finance/AccountsReceivableManagement.tsx,686,Phone,Call,components > finance > AccountsReceivableManagement,"Add aria-label=""Call"" or visible text"
Other,b3-erp/frontend/src/components/finance/AccountsReceivableManagement.tsx,689,Eye,View,components > finance > AccountsReceivableManagement,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/finance/AccountsReceivableManagement.tsx,692,MoreHorizontal,MoreHorizontal,components > finance > AccountsReceivableManagement,"Add aria-label=""MoreHorizontal"" or visible text"
Other,b3-erp/frontend/src/components/finance/AssetManagement.tsx,639,PencilIcon,PencilIcon,components > finance > AssetManagement,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/AssetManagement.tsx,642,QrCodeIcon,QrCodeIcon,components > finance > AssetManagement,"Add aria-label=""QrCodeIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/BankReconciliation.tsx,722,PencilIcon,PencilIcon,components > finance > BankReconciliation,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/BankReconciliation.tsx,1084,EyeIcon,EyeIcon,components > finance > BankReconciliation,"Add aria-label=""EyeIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/BankReconciliation.tsx,1087,DocumentArrowDownIcon,DocumentArrowDownIcon,components > finance > BankReconciliation,"Add aria-label=""DocumentArrowDownIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/BankReconciliation.tsx,1123,PencilIcon,PencilIcon,components > finance > BankReconciliation,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/BankReconciliation.tsx,1126,AdjustmentsHorizontalIcon,AdjustmentsHorizontalIcon,components > finance > BankReconciliation,"Add aria-label=""AdjustmentsHorizontalIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/BankReconciliation.tsx,1246,EyeIcon,EyeIcon,components > finance > BankReconciliation,"Add aria-label=""EyeIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/BankReconciliation.tsx,1249,DocumentArrowDownIcon,DocumentArrowDownIcon,components > finance > BankReconciliation,"Add aria-label=""DocumentArrowDownIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/BudgetManagement.tsx,478,PencilIcon,PencilIcon,components > finance > BudgetManagement,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/BudgetManagement.tsx,695,PencilIcon,PencilIcon,components > finance > BudgetManagement,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/CashFlowManagement.tsx,607,Filter,Filter,components > finance > CashFlowManagement,"Add aria-label=""Filter"" or visible text"
Other,b3-erp/frontend/src/components/finance/CashFlowManagement.tsx,663,Eye,View,components > finance > CashFlowManagement,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/finance/CashFlowManagement.tsx,666,Edit,Edit,components > finance > CashFlowManagement,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/finance/CashFlowManagement.tsx,669,Trash2,Delete,components > finance > CashFlowManagement,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/finance/CostCenterManagement.tsx,793,PencilIcon,PencilIcon,components > finance > CostCenterManagement,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/CostCenterManagement.tsx,901,PencilIcon,PencilIcon,components > finance > CostCenterManagement,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/CostCenterManagement.tsx,904,ShareIcon,ShareIcon,components > finance > CostCenterManagement,"Add aria-label=""ShareIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/CostCenterManagement.tsx,1100,EyeIcon,EyeIcon,components > finance > CostCenterManagement,"Add aria-label=""EyeIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/CreditManagement.tsx,622,CheckCircle,Approve,components > finance > CreditManagement,"Add aria-label=""Approve"" or visible text"
Other,b3-erp/frontend/src/components/finance/CreditManagement.tsx,625,XCircle,Close,components > finance > CreditManagement,"Add aria-label=""Close"" or visible text"
Other,b3-erp/frontend/src/components/finance/CreditManagement.tsx,631,Eye,View,components > finance > CreditManagement,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/finance/EnhancedFinanceDashboard.tsx,341,Eye,View,components > finance > EnhancedFinanceDashboard,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/finance/EnhancedFinanceDashboard.tsx,359,Eye,View,components > finance > EnhancedFinanceDashboard,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/finance/EnhancedFinanceDashboard.tsx,377,Eye,View,components > finance > EnhancedFinanceDashboard,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/finance/EnhancedFinanceDashboard.tsx,395,Eye,View,components > finance > EnhancedFinanceDashboard,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialAnalytics.tsx,801,EyeIcon,EyeIcon,components > finance > FinancialAnalytics,"Add aria-label=""EyeIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialAnalytics.tsx,832,DocumentArrowDownIcon,DocumentArrowDownIcon,components > finance > FinancialAnalytics,"Add aria-label=""DocumentArrowDownIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialAutomation.tsx,556,Settings,Settings,components > finance > FinancialAutomation,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialAutomation.tsx,559,Pause,Pause,components > finance > FinancialAutomation,"Add aria-label=""Pause"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialAutomation.tsx,751,Pause,Pause,components > finance > FinancialAutomation,"Add aria-label=""Pause"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialAutomation.tsx,755,Play,Play,components > finance > FinancialAutomation,"Add aria-label=""Play"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialAutomation.tsx,881,Filter,Filter,components > finance > FinancialAutomation,"Add aria-label=""Filter"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialAutomation.tsx,1109,Eye,View,components > finance > FinancialAutomation,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialConsolidation.tsx,269,Eye,View,components > finance > FinancialConsolidation,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialConsolidation.tsx,358,Settings,Settings,components > finance > FinancialConsolidation,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialConsolidation.tsx,428,Filter,Filter,components > finance > FinancialConsolidation,"Add aria-label=""Filter"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialConsolidation.tsx,492,Check,Check,components > finance > FinancialConsolidation,"Add aria-label=""Check"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialConsolidation.tsx,606,Eye,View,components > finance > FinancialConsolidation,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialConsolidation.tsx,610,Check,Check,components > finance > FinancialConsolidation,"Add aria-label=""Check"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialConsolidation.tsx,872,Download,Download,components > finance > FinancialConsolidation,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialConsolidation.tsx,956,Check,Check,components > finance > FinancialConsolidation,"Add aria-label=""Check"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialControls.tsx,731,PencilIcon,PencilIcon,components > finance > FinancialControls,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialControls.tsx,734,CogIcon,CogIcon,components > finance > FinancialControls,"Add aria-label=""CogIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialControls.tsx,895,PencilIcon,PencilIcon,components > finance > FinancialControls,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialControls.tsx,899,CheckCircleIcon,CheckCircleIcon,components > finance > FinancialControls,"Add aria-label=""CheckCircleIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialControls.tsx,1057,DocumentMagnifyingGlassIcon,DocumentMagnifyingGlassIcon,components > finance > FinancialControls,"Add aria-label=""DocumentMagnifyingGlassIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialControls.tsx,1092,EyeIcon,EyeIcon,components > finance > FinancialControls,"Add aria-label=""EyeIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialControls.tsx,1095,PencilIcon,PencilIcon,components > finance > FinancialControls,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialIntegrations.tsx,389,Pause,Pause,components > finance > FinancialIntegrations,"Add aria-label=""Pause"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialIntegrations.tsx,393,Play,Play,components > finance > FinancialIntegrations,"Add aria-label=""Play"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialIntegrations.tsx,397,Settings,Settings,components > finance > FinancialIntegrations,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialIntegrations.tsx,564,RefreshCw,Refresh,components > finance > FinancialIntegrations,"Add aria-label=""Refresh"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialIntegrations.tsx,729,Settings,Settings,components > finance > FinancialIntegrations,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialIntegrations.tsx,732,Unknown,Unknown,components > finance > FinancialIntegrations,"Add aria-label=""Unknown"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialPeriodManagement.tsx,588,Play,Play,components > finance > FinancialPeriodManagement,"Add aria-label=""Play"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialPeriodManagement.tsx,593,Check,Check,components > finance > FinancialPeriodManagement,"Add aria-label=""Check"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialPeriodManagement.tsx,827,Check,Check,components > finance > FinancialPeriodManagement,"Add aria-label=""Check"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialPeriodManagement.tsx,831,Eye,View,components > finance > FinancialPeriodManagement,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialReporting.tsx,390,ArrowDownTrayIcon,ArrowDownTrayIcon,components > finance > FinancialReporting,"Add aria-label=""ArrowDownTrayIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialReporting.tsx,439,TrashIcon,TrashIcon,components > finance > FinancialReporting,"Add aria-label=""TrashIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialReporting.tsx,485,EyeIcon,EyeIcon,components > finance > FinancialReporting,"Add aria-label=""EyeIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialReporting.tsx,488,DocumentDuplicateIcon,DocumentDuplicateIcon,components > finance > FinancialReporting,"Add aria-label=""DocumentDuplicateIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialReporting.tsx,600,PencilIcon,PencilIcon,components > finance > FinancialReporting,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialReporting.tsx,603,PlayIcon,PlayIcon,components > finance > FinancialReporting,"Add aria-label=""PlayIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialWorkflows.tsx,503,Unknown,Unknown,components > finance > FinancialWorkflows,"Add aria-label=""Unknown"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialWorkflows.tsx,593,Settings,Settings,components > finance > FinancialWorkflows,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialWorkflows.tsx,597,Pause,Pause,components > finance > FinancialWorkflows,"Add aria-label=""Pause"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialWorkflows.tsx,601,Play,Play,components > finance > FinancialWorkflows,"Add aria-label=""Play"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialWorkflows.tsx,746,Settings,Settings,components > finance > FinancialWorkflows,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/finance/FinancialWorkflows.tsx,749,Unknown,Unknown,components > finance > FinancialWorkflows,"Add aria-label=""Unknown"" or visible text"
Other,b3-erp/frontend/src/components/finance/GeneralLedger.tsx,761,PencilIcon,PencilIcon,components > finance > GeneralLedger,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/GeneralLedger.tsx,897,PencilIcon,PencilIcon,components > finance > GeneralLedger,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/GeneralLedger.tsx,901,DocumentArrowDownIcon,DocumentArrowDownIcon,components > finance > GeneralLedger,"Add aria-label=""DocumentArrowDownIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/InvestmentPortfolio.tsx,813,Unknown,Unknown,components > finance > InvestmentPortfolio,"Add aria-label=""Unknown"" or visible text"
Other,b3-erp/frontend/src/components/finance/InvestmentPortfolio.tsx,902,Check,Check,components > finance > InvestmentPortfolio,"Add aria-label=""Check"" or visible text"
Other,b3-erp/frontend/src/components/finance/InvestmentPortfolio.tsx,905,Unknown,Unknown,components > finance > InvestmentPortfolio,"Add aria-label=""Unknown"" or visible text"
Other,b3-erp/frontend/src/components/finance/MultiCurrencyManagement.tsx,828,PencilIcon,PencilIcon,components > finance > MultiCurrencyManagement,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/MultiCurrencyManagement.tsx,831,CogIcon,CogIcon,components > finance > MultiCurrencyManagement,"Add aria-label=""CogIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/MultiCurrencyManagement.tsx,913,ArrowPathIcon,ArrowPathIcon,components > finance > MultiCurrencyManagement,"Add aria-label=""ArrowPathIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/MultiCurrencyManagement.tsx,916,PencilIcon,PencilIcon,components > finance > MultiCurrencyManagement,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/TaxManagement.tsx,682,PencilIcon,PencilIcon,components > finance > TaxManagement,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/TaxManagement.tsx,807,PencilIcon,PencilIcon,components > finance > TaxManagement,"Add aria-label=""PencilIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/TaxManagement.tsx,811,DocumentArrowDownIcon,DocumentArrowDownIcon,components > finance > TaxManagement,"Add aria-label=""DocumentArrowDownIcon"" or visible text"
Other,b3-erp/frontend/src/components/finance/TaxManagement.tsx,1056,EyeIcon,EyeIcon,components > finance > TaxManagement,"Add aria-label=""EyeIcon"" or visible text"
Other,b3-erp/frontend/src/components/logistics/DriverMaster.tsx,83,Edit2,Edit,components > logistics > DriverMaster,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/logistics/DriverMaster.tsx,84,Trash2,Delete,components > logistics > DriverMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/logistics/FreightMaster.tsx,82,Edit2,Edit,components > logistics > FreightMaster,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/logistics/FreightMaster.tsx,83,Trash2,Delete,components > logistics > FreightMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/logistics/PackagingMaster.tsx,85,Edit2,Edit,components > logistics > PackagingMaster,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/logistics/PackagingMaster.tsx,86,Trash2,Delete,components > logistics > PackagingMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/logistics/PortMaster.tsx,96,Edit2,Edit,components > logistics > PortMaster,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/logistics/PortMaster.tsx,97,Trash2,Delete,components > logistics > PortMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/logistics/RouteMaster.tsx,88,Edit2,Edit,components > logistics > RouteMaster,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/logistics/RouteMaster.tsx,89,Trash2,Delete,components > logistics > RouteMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/logistics/VehicleMaster.tsx,100,Edit2,Edit,components > logistics > VehicleMaster,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/logistics/VehicleMaster.tsx,101,Trash2,Delete,components > logistics > VehicleMaster,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/procurement/ContractManagement.tsx,589,Eye,View,components > procurement > ContractManagement,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/ContractManagement.tsx,592,Edit,Edit,components > procurement > ContractManagement,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/procurement/DarkModeExamples.tsx,365,Eye,View,components > procurement > DarkModeExamples,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/DarkModeExamples.tsx,368,Edit,Edit,components > procurement > DarkModeExamples,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/procurement/DarkModeExamples.tsx,371,Trash2,Delete,components > procurement > DarkModeExamples,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/procurement/DarkModeTheme.tsx,263,Settings,Settings,components > procurement > DarkModeTheme,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/procurement/DataTable.tsx,266,Download,Download,components > procurement > DataTable,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/procurement/EProcurementMarketplace.tsx,392,Heart,Heart,components > procurement > EProcurementMarketplace,"Add aria-label=""Heart"" or visible text"
Other,b3-erp/frontend/src/components/procurement/EProcurementMarketplace.tsx,456,Eye,View,components > procurement > EProcurementMarketplace,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/EProcurementMarketplace.tsx,467,ChevronLeft,Previous,components > procurement > EProcurementMarketplace,"Add aria-label=""Previous"" or visible text"
Other,b3-erp/frontend/src/components/procurement/EProcurementMarketplace.tsx,480,ChevronRight,Next,components > procurement > EProcurementMarketplace,"Add aria-label=""Next"" or visible text"
Other,b3-erp/frontend/src/components/procurement/EProcurementMarketplace.tsx,763,Eye,View,components > procurement > EProcurementMarketplace,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/EProcurementMarketplace.tsx,766,Download,Download,components > procurement > EProcurementMarketplace,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/procurement/FormValidation.tsx,432,Unknown,Unknown,components > procurement > FormValidation,"Add aria-label=""Unknown"" or visible text"
Other,b3-erp/frontend/src/components/procurement/HelpExamples.tsx,115,AlertTriangle,AlertTriangle,components > procurement > HelpExamples,"Add aria-label=""AlertTriangle"" or visible text"
Other,b3-erp/frontend/src/components/procurement/HelpExamples.tsx,205,Edit,Edit,components > procurement > HelpExamples,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/procurement/HelpExamples.tsx,210,Trash2,Delete,components > procurement > HelpExamples,"Add aria-label=""Delete"" or visible text"
Other,b3-erp/frontend/src/components/procurement/HelpExamples.tsx,403,AlertTriangle,AlertTriangle,components > procurement > HelpExamples,"Add aria-label=""AlertTriangle"" or visible text"
Other,b3-erp/frontend/src/components/procurement/HelpExamples.tsx,543,Mail,Email,components > procurement > HelpExamples,"Add aria-label=""Email"" or visible text"
Other,b3-erp/frontend/src/components/procurement/HelpExamples.tsx,620,Download,Download,components > procurement > HelpExamples,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/procurement/HelpExamples.tsx,625,Settings,Settings,components > procurement > HelpExamples,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/procurement/ProcurementAnalytics.tsx,247,Eye,View,components > procurement > ProcurementAnalytics,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/ProcurementAnalytics.tsx,932,Download,Download,components > procurement > ProcurementAnalytics,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/procurement/ProcurementAnalytics.tsx,935,Settings,Settings,components > procurement > ProcurementAnalytics,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/procurement/ProcurementAutomation.tsx,541,Settings,Settings,components > procurement > ProcurementAutomation,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/procurement/ProcurementAutomation.tsx,922,Settings,Settings,components > procurement > ProcurementAutomation,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/procurement/ProcurementAutomation.tsx,933,Settings,Settings,components > procurement > ProcurementAutomation,"Add aria-label=""Settings"" or visible text"
Other,b3-erp/frontend/src/components/procurement/ProcurementCompliance.tsx,168,Eye,View,components > procurement > ProcurementCompliance,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/ProcurementRiskManagement.tsx,568,Eye,View,components > procurement > ProcurementRiskManagement,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/PurchaseRequisitionWorkflow.tsx,427,Eye,View,components > procurement > PurchaseRequisitionWorkflow,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/PurchaseRequisitionWorkflow.tsx,430,Edit,Edit,components > procurement > PurchaseRequisitionWorkflow,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/procurement/PurchaseRequisitionWorkflow.tsx,433,MoreVertical,More Options,components > procurement > PurchaseRequisitionWorkflow,"Add aria-label=""More Options"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,396,Eye,View,components > procurement > QualityAssurance,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,399,ClipboardCheck,ClipboardCheck,components > procurement > QualityAssurance,"Add aria-label=""ClipboardCheck"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,536,Edit3,Edit3,components > procurement > QualityAssurance,"Add aria-label=""Edit3"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,674,Eye,View,components > procurement > QualityAssurance,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,689,Upload,Upload,components > procurement > QualityAssurance,"Add aria-label=""Upload"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,709,Upload,Upload,components > procurement > QualityAssurance,"Add aria-label=""Upload"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,851,Download,Download,components > procurement > QualityAssurance,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,854,Eye,View,components > procurement > QualityAssurance,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,868,Download,Download,components > procurement > QualityAssurance,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,871,Eye,View,components > procurement > QualityAssurance,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,885,Download,Download,components > procurement > QualityAssurance,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/procurement/QualityAssurance.tsx,888,Eye,View,components > procurement > QualityAssurance,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/RFQRFPManagement.tsx,462,Eye,View,components > procurement > RFQRFPManagement,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/RFQRFPManagement.tsx,585,Eye,View,components > procurement > RFQRFPManagement,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/RFQRFPManagement.tsx,588,Edit,Edit,components > procurement > RFQRFPManagement,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/procurement/RFQRFPManagement.tsx,591,MoreVertical,More Options,components > procurement > RFQRFPManagement,"Add aria-label=""More Options"" or visible text"
Other,b3-erp/frontend/src/components/procurement/RFQRFPManagement.tsx,714,Eye,View,components > procurement > RFQRFPManagement,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/RFQRFPManagement.tsx,717,ThumbsUp,ThumbsUp,components > procurement > RFQRFPManagement,"Add aria-label=""ThumbsUp"" or visible text"
Other,b3-erp/frontend/src/components/procurement/RFQRFPManagement.tsx,720,XCircle,Close,components > procurement > RFQRFPManagement,"Add aria-label=""Close"" or visible text"
Other,b3-erp/frontend/src/components/procurement/RFQRFPManagement.tsx,931,MoreVertical,More Options,components > procurement > RFQRFPManagement,"Add aria-label=""More Options"" or visible text"
Other,b3-erp/frontend/src/components/procurement/RFQRFPManagement.tsx,945,Eye,View,components > procurement > RFQRFPManagement,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SpendAnalysis.tsx,640,ChevronRight,Next,components > procurement > SpendAnalysis,"Add aria-label=""Next"" or visible text"
Other,b3-erp/frontend/src/components/procurement/StrategicSourcing.tsx,502,Eye,View,components > procurement > StrategicSourcing,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/StrategicSourcing.tsx,505,Edit,Edit,components > procurement > StrategicSourcing,"Add aria-label=""Edit"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierCollaboration.tsx,377,MessageCircle,MessageCircle,components > procurement > SupplierCollaboration,"Add aria-label=""MessageCircle"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierCollaboration.tsx,410,Filter,Filter,components > procurement > SupplierCollaboration,"Add aria-label=""Filter"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierCollaboration.tsx,488,MessageCircle,MessageCircle,components > procurement > SupplierCollaboration,"Add aria-label=""MessageCircle"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierCollaboration.tsx,491,Video,Video,components > procurement > SupplierCollaboration,"Add aria-label=""Video"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierCollaboration.tsx,533,Bell,Notifications,components > procurement > SupplierCollaboration,"Add aria-label=""Notifications"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierCollaboration.tsx,595,Eye,View,components > procurement > SupplierCollaboration,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierCollaboration.tsx,598,MessageCircle,MessageCircle,components > procurement > SupplierCollaboration,"Add aria-label=""MessageCircle"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierCollaboration.tsx,668,Share2,Share2,components > procurement > SupplierCollaboration,"Add aria-label=""Share2"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierCollaboration.tsx,739,Eye,View,components > procurement > SupplierCollaboration,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierCollaboration.tsx,742,Download,Download,components > procurement > SupplierCollaboration,"Add aria-label=""Download"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierCollaboration.tsx,745,Share2,Share2,components > procurement > SupplierCollaboration,"Add aria-label=""Share2"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierOnboarding.tsx,578,Eye,View,components > procurement > SupplierOnboarding,"Add aria-label=""View"" or visible text"
Other,b3-erp/frontend/src/components/procurement/SupplierOnboarding.tsx,581,Edit,Edit,components > procurement > SupplierOnboarding,"Add aria-label=""Edit"" or visible text"
